person_assigned,double-checked by,rowID,speciesID,common_name,species,doc_type,sara_status,doc_citation,url,web_pub_date,year_published,status_appraisal_rapid_review,final,amendment,taxonomic_group,EOO,IAO,locations,endemic_NA,endemic_canada,continuous_USA,cosewic_status,ranges,cosewic_examined_date,date_of_listing,gic_decision,criteria_used_listing_1,criteria_used_listing_2,criteria_used_listing_3,criteria_used_listing_4,criteria_used_listing_5,1_notes_on_model,1_type_of_model_used,1_report_section_model _referenced,1_uncertainty_reported,1_type_uncertainty_reported,1_degree_of_uncertainty,1_reference,1_reference_type,1_rationale_reference,1_model_species_specific ,1_criteria_model_used_to_inform,1_model_used_listing_decision,1_rationale_model_used_listing_decision,2_notes_on_model,2_type_of_model_used,2_report_section_model _referenced,2_uncertainty_reported,2_type_uncertainty_reported,2_degree_of_uncertainty,2_reference,2_reference_type,2_rationale_reference,2_model_species_specific ,2_criteria_model_used_to_inform,2_model_used_listing_decision,2_rationale_model_used_listing_decision,3_notes_on_model,3_type_of_model_used,3_report_section_model _referenced,3_uncertainty_reported,3_type_uncertainty_reported,3_degree_of_uncertainty,3_reference,3_reference_type,3_rationale_reference,3_model_species_specific ,3_criteria_model_used_to_inform,3_model_used_listing_decision,3_rationale_model_used_listing_decision,4_notes_on_model,4_type_of_model_used,4_report_section_model _referenced,4_uncertainty_reported,4_type_uncertainty_reported,4_degree_of_uncertainty,4_reference,4_reference_type,4_rationale_reference,4_model_species_specific ,4_criteria_model_used_to_inform,4_model_used_listing_decision,4_rationale_model_used_listing_decision,was_model_mentioned_anywhere_else,were_multiple_models_mentioned_elsewhere,report_sections_additional_model_referenced,flag_for_group_discussion,flag_resolution
Hossam,,955,329,five-lined skink great lakes/st. lawrence population,Plestiodon fasciatus,COSEWIC Status Reports,Special Concern,COSEWIC 2007. COSEWIC assessment and update status report on the Five-lined Skink Eumeces fasciatus (Carolinian population and Great Lakes/St. Lawrence population) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 50 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=five%20-%20lined%20skink%20great%20lakes%20%2F%20st.%20lawrence%20population,8/30/07,2007,0,1,0,Reptiles,29842,484,84,1,0,0,Special Concern,ON,4/1/07,3/5/09,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Lucas,,792,406,desert nightsnake,Hypsiglena chlorophaea,COSEWIC Status Reports,Endangered,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=desert%20nightsnake,NA,2011,1,1,0,Reptiles,834,76,2,1,0,1,Endangered,BC,5/1/11,6/5/03,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Aaliyah,,917,408,snapping turtle,Chelydra serpentina,COSEWIC Status Reports,Special Concern,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=snapping%20turtle,NA,2008,0,1,0,Reptiles,1455000,858000,1000,1,0,1,Special Concern,SK MB ON QC NB NS,11/1/08,2/4/11,List,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,NA
Caitlin/Aaliyah,Jayme,755,419,queensnake,Regina septemvittata,COSEWIC Status Reports,Endangered,COSEWIC. 2010. COSEWIC assessment and status report on the Queensnake Regina septemvittata in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 34 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=queensnake,9/3/10,2010,0,1,0,Reptiles,30000,80,9,1,0,1,Endangered,ON,4/1/10,6/5/03,Uplist,"B2ab(ii,iii,iv,v)",C2a(i),NA,NA,NA,"Lincoln index of population esitmation based on mark-recapture sutdy: ""Only one location has been sampled intensively or consistently enough for even a rough estimate of population size. At this location, a 200-m section of the North Thames River, the Queensnakes were subjected to a 3-year capture-mark-recapture study (Gillingwater, 2002; Piraino and Gillingwater, 2003-2004). The population size was estimated at about 50 adults using the Lincoln Index for population estimation. Recapture rates and population estimates were “consistent” but confidence limits were not calculated.""",Abundance,POP,N,NA,NRP,Gillingwater (2003); Piraino and Gillignwater 2003-2004,GL,references two government docs,Y,C,Y,"They refer to the total estimated population under Criteria C, ""total number of mature individuals is estimated to be less than 2,500 individuals, the population is observed to be declining and projected to decline further as habitat is degraded, and no population is known to exceed 250 mature individuals"". Similar to what is found in this estimate of mature individuals/adults ""The population size was estimated at about 50 adults""","population estimate based on mark-recapture study: ""site along Lake Erie in northern Ohio, a mark-recapture study estimated a population of 359 Queensnakes along 2 km of shoreline (Bekker, 2007).""",abundance,POP,N,NRP,NRP,Bekker (2007),GL,thesis,Y,C,N,"They mention that no Canadian population has come near the estimate by this Author ""No Canadian survey has revealed population sizes even close to as large as Bekker’s estimate.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Lucas,Hossam,797,420,eastern foxsnake carolinian population,Pantherophis gloydi,COSEWIC Status Reports,Endangered,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20foxsnake%20carolinian%20population,NA,2008,0,1,0,Reptiles,18117,188,50,1,0,1,Endangered,ON,4/1/08,6/5/03,Uplist,"B2ab(ii,iii,iv) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,OTH,NA,NA
Caitlin,,895,501,western painted turtle intermountain-rocky mountain population,Chrysemys picta bellii,COSEWIC Status Reports,Special Concern,"COSEWIC. 2016. COSEWIC assessment and status report on the Western Painted Turtle Chrysemys picta bellii, Pacific Coast population, Intermountain √¢¬Ä¬ì Rocky Mountain population and Prairie/Western Boreal √¢¬Ä¬ì Canadian Shield population,in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xxi + 95 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20painted%20turtle%20intermountain%20-%20rocky%20mountain%20population,10/24/17,2016,0,1,0,Reptiles,118454,1176,10,1,0,1,Special Concern,BC,11/1/16,12/13/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,HAB,NA,NA
Lucas,,,,eastern painted turtle,Chrysemys picta picta,COSEWIC Status Reports,Special Concern,COSEWIC. 2018. COSEWIC assessment and status report on the Midland Painted Turtle Chrysemys picta marginata and the Eastern Painted Turtle Chrysemys picta picta in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xvi + 107 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20painted%20turtle,2/11/19,2018,0,1,0,Reptiles,,,,,,,Special Concern,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"HAB,THR,DIS","flag-Criterion B (Small Distribution Range and Decline or Fluctuation): Not applicable. While IAO is below threshold values for Threatened, only 1 subcriterion (b) is met (i.e. continuing declines in quality of habitat and number of mature individuals). Subciterion (a) and (c) are not met, there are >10 locations, severe fragmentation cannot be demonstrated, and population fluctuations are not extreme. IAO is an underestimate based mainly on incidental observations",resolved-criteria discrepancy
Lucas,Hossam,877,77,phantom orchid,Cephalanthera austiniae,COSEWIC Status Reports,Threatened,COSEWIC. 2014. COSEWIC assessment and status report on the Phantom Orchid Cephalanthera austiniae in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 45 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=phantom%20orchid,12/11/15,2014,0,1,0,Vascular Plants,2018,96,36,1,0,1,Endangered,BC,11/1/14,6/5/03,Uplist,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",C2a(i),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,HAB,NA,
Hossam,Aaliyah,851,82,hare-footed locoweed,Oxytropis lagopus,COSEWIC Status Reports,Threatened,COSEWIC. 2014. COSEWIC assessment and status report on the Hare-footed Locoweed Oxytropis lagopus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 61 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=hare%20-%20footed%20locoweed,12/15/14,2014,0,1,0,Vascular Plants,229,124,10,1,0,1,Threatened,AB,5/1/14,2/2/18,List,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"THR, BIO",NA,
Hossam,Jayme,644,139,victorin's gentian,Gentianopsis virgata ssp. victorinii,COSEWIC Status Reports,Threatened,COSEWIC. 2004. COSEWIC assessment and update status report on the Victorin¬ís gentian Gentianopsis procera macounii var. victorinii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 24 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=victorin%27s%20gentian,5/1/04,2004,0,1,0,Vascular Plants,171,1,28,1,1,0,Threatened,QC,5/1/04,7/14/05,List,D2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Aaliyah,Hossam,543,189,tiny cryptantha,Cryptantha minima,COSEWIC Status Reports,Threatened,COSEWIC. 2012. COSEWIC assessment and status report on the Tiny Cryptantha Cryptantha minima in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 37 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=tiny%20cryptantha,1/3/13,2012,0,1,0,Vascular Plants,15726,284,10,1,0,1,Threatened,AB SK,5/1/12,6/5/03,Downlist,B1b(iii)c(iv)+2b(iii)c(iv),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,HAB,NA,NA
Aaliyah,Hossam,760,225,drooping trillium,Trillium flexipes,COSEWIC Status Reports,Endangered,COSEWIC. 2009. COSEWIC assessment and update status report on the Drooping Trillium Trillium flexipes in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 31 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=drooping%20trillium,8/28/09,2009,0,1,0,Vascular Plants,7,8,2,1,0,1,Endangered,ON,4/1/09,6/5/03,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Hossam,Jayme,1027,226,dwarf woolly-heads southern mountain population,Psilocarphus brevissimus,COSEWIC Status Reports,Endangered,"COSEWIC. 2006. COSEWIC assessment and update status report on the dwarf woolly-heads Psilocarphus brevissimus Southern Mountain population and Prairie population, in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 24 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=dwarf%20woolly%20-%20heads%20southern%20mountain%20population,8/30/06,2006,0,1,0,Vascular Plants,2,1.00E-03,3,1,0,1,Endangered,BC,4/1/06,12/13/07,List,B1ac(iv) + 2ac(iv),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Lucas,Hossam,615,227,eastern mountain avens,Geum peckii,COSEWIC Status Reports,Endangered,COSEWIC. 2010. COSEWIC assessment and status report on the Eastern Mountain Avens Geum peckii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 33 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20mountain%20avens,9/3/10,2010,0,1,0,Vascular Plants,17,16,3,1,0,1,Endangered,NS,4/1/10,6/5/03,NA,A2c+4c,"B1ab(ii,iii)+2ab(ii,iii)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,BIO,NA,
Aaliyah,Hossam,555,234,seaside birds-foot lotus,Lotus formosissimus,COSEWIC Status Reports,Endangered,COSEWIC. 2010. COSEWIC assessment and status report on the Seaside Birds-foot LotusLotus formosissimus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ix + 19 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=seaside%20birds%20-%20foot%20lotus,9/9/11,2010,0,1,0,Vascular Plants,24,24,5,1,0,0,Endangered,BC,11/1/10,6/5/03,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Lucas,Hossam,648,236,skinner's agalinis,Agalinis skinneriana,COSEWIC Status Reports,Endangered,COSEWIC. 2010. COSEWIC assessment and status report on the Skinner's Agalinis Agalinis skinneriana in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 24 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=skinner%27s%20agalinis,9/9/11,2010,0,1,0,Vascular Plants,70,20,2,1,0,1,Endangered,ON,11/1/10,6/5/03,NA,"B1ab(i,ii,iii,iv,v)+B2ab(i,ii,iii,iv,v)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Aaliyah,Hossam,649,257,branched phacelia,Phacelia ramosissima,COSEWIC Status Reports,Endangered,COSEWIC. 2005. COSEWIC assessment and status report on the branched phacelia Phacelia ramosissima in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 18 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=branched%20phacelia,8/12/05,2005,0,1,0,Vascular Plants,42217,1,3,1,0,1,Endangered,BC,5/1/05,8/15/06,List,"B1ab (ii,iii,iv,v) + 2ab(ii,iii,iv,v)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Lucas,Hossam,711,266,eastern flowering dogwood,Cornus florida,COSEWIC Status Reports,Endangered,COSEWIC. 2007. COSEWIC assessment and status report on the eastern flowering dogwood Cornus florida in Canada.  Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 22 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20flowering%20dogwood,8/29/07,2007,0,1,0,Vascular Plants,22500,150,154,1,0,1,Endangered,ON,4/1/07,3/5/09,List,A3e + A4ae,C1 + C2a(i),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Aaliyah,Hossam,685,279,short-rayed alkali aster,Symphyotrichum frondosum,COSEWIC Status Reports,Endangered,COSEWIC. 2006. COSEWIC assessment and status report on the short-rayed alkali aster Symphyotrichum frondosum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa.  vi + 22 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=short%20-%20rayed%20alkali%20aster,8/30/06,2006,0,1,0,Vascular Plants,56,1,4,1,0,1,Endangered,BC,4/1/06,12/13/07,List,"B1ab (ii, iii, iv, v) + 2ab(ii, iii, iv, v)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Hossam/Lucas,Jayme,783,282,spalding's campion,Silene spaldingii,COSEWIC Status Reports,Endangered,COSEWIC. 2005. COSEWIC assessment and status report on the Spalding's campion Silene spaldingii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 18 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=spalding%27s%20campion,5/1/05,2005,0,1,0,Vascular Plants,1,1,1,1,0,1,Endangered,BC,5/1/05,8/15/06,List,B1ab (iii)+ ab (iii),"C2a (i, ii)",D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
Lucas,Hossam,708,298,gray's desert-parsley,Lomatium grayi,COSEWIC Status Reports,Threatened,COSEWIC. 2008. COSEWIC assessment and status report on the Gray's Desert-parsley Lomatium grayi in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 27 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=gray%27s%20desert%20-%20parsley,8/28/09,2008,0,1,0,Vascular Plants,50,8,2,1,0,1,Threatened,BC,11/1/08,2/4/11,List,D2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,"from applicability of criteria table criterion B: "" Extent of occurrence and area of occupancy are well below critical levels for endangered for the two populations but the populations have not been demonstrated to be at significant risk in the short term from the presence of invasive plants and impacts from rock climbing that would cause the species to become at imminent risk of extirpation""",
Lucas,Hossam,625,299,hill's thistle,Cirsium hillii,COSEWIC Status Reports,Threatened,COSEWIC. 2004. COSEWIC assessment and status report on Hill's thistle Cirsium hillii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 34 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=hill%27s%20thistle,8/12/05,2004,0,1,0,Vascular Plants,3000,30,64,1,0,1,Threatened,ON,11/1/04,8/15/06,List,C2a(i),D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,"""Alpha-numeric code: Met criterion for Endangered, C2a(i), but designated Threatened, C2a(i); D1, because the species is not at imminent risk of extirpation due to the occurrence of numerous sites, some in protected areas.""",
Lucas,Hossam,801,302,mountain holly fern,Polystichum scopulinum,COSEWIC Status Reports,Threatened,COSEWIC. 2005. COSEWIC assessment and status report on the mountain holly fern Polystichum scopulinum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 18 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=mountain%20holly%20fern,5/1/05,2005,0,1,0,Vascular Plants,0.48,1.30E-02,3,1,0,1,Threatened,BC QC NL,5/1/05,8/15/06,List,"B1ab(iii,v)+2ab(iii,v)",C2a(i),D1+2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,"""Alpha-numeric code: Met criteria for Endangered, B1ab(iii,v)+2ab(iii,v), but designated Threatened because of the uncertainty about the imminent threats from mining activities at the British Columbia sites. The species is also protected in Quebec. Criteria met for Threatened: B1ab(iii,v)+2ab(iii,v); C2a(i); D1+2. """,
Aaliyah,Hossam,534,353,golden paintbrush,Castilleja levisecta,COSEWIC Status Reports,Endangered,COSEWIC. 2007. COSEWIC assessment and update status report on the golden paintbrush Castilleja levisecta in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 23 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=golden%20paintbrush,8/28/08,2007,0,1,0,Vascular Plants,2.2,4,2,1,0,1,Endangered,BC,11/1/07,6/5/03,NA,"B1ab(iii,v)+2 ab(iii,v)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,HAB,NA,
Aaliyah,Hossam,764,354,nodding pogonia,Triphora trianthophoros,COSEWIC Status Reports,Endangered,COSEWIC. 2010. COSEWIC assessment and status report on the Nodding Pogonia Triphora trianthophoros in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 22 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=nodding%20pogonia,9/9/11,2010,0,1,0,Vascular Plants,62,16,5,1,0,1,Endangered,ON,11/1/10,6/5/03,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,
Hossam,Jayme,621,355,red mulberry,Morus rubra,COSEWIC Status Reports,Endangered,COSEWIC. 2014. COSEWIC assessment and status report on the Red Mulberry Morus rubra in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 22 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=red%20mulberry,12/11/15,2014,0,1,0,Vascular Plants,18700,104,3.5,1,0,1,Endangered,ON,11/1/14,6/5/03,NA,"B2ab(ii,iii,iv,v)",C2a(i),D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,
